20;Pixies;Indie Pop / Indie Rock
19;Lianne La Havas;Indie Folk
2;Orchestral Manoeuvres in the Dark;Art Pop / Synthpop
18;2Pac;Hip-Hop
31;Klaus Mitffoch;Post-Punk / New Wave
24;Between the Buried and Me;Metal Progressif / Death Metal
20;Hard Girls;Indie Pop / Indie Rock
11;Wonder Girls;Electro / Electropop
31;The Sisters of Mercy;Post-Punk / New Wave
13;Big Country;Folk / Pop / Rock
20;The Beths;Indie Pop / Indie Rock
32;toe;Post-Rock
42;Grover Washington, Jr_;Soul / Funk
20;Battles;Indie Pop / Indie Rock
20;Parquet Courts;Indie Pop / Indie Rock
20;The Soft Boys;Indie Pop / Indie Rock
5;Manic Street Preachers;Britpop
40;Syd Barrett;Rock Psychédélique
