Kanye West - Touch the Sky;/home/david/nfs/WDC14/Musique/Kanye West/Late Registration/03 Touch the Sky.mp3
Kraftwerk - Das Model;/home/david/nfs/WDC14/Musique/Kraftwerk/Die Mensch·Maschine/04 Das Modell.mp3
Kraftwerk - The Model;/home/david/nfs/WDC14/Musique/Kraftwerk/Die Mensch·Maschine/04 Das Modell.mp3
Kraftwerk - The Robots;/home/david/nfs/WDC14/Musique/Kraftwerk/Die Mensch·Maschine/01 Die Roboter.mp3
Maybeshewill - He Films the Clouds Pt. 2;/home/david/nfs/WDC14/Musique/Maybeshewill/Not for Want of Trying/08 He Films the Clouds, Part Two.mp3
Miles Davis - In a Silent Way/It's About That Time;/home/david/nfs/WDC14/Musique/Miles Davis/In a Silent Way/02 In a Silent Way _ It’s About That Time.mp3
Mobb Deep - Shook Ones Pt. II;/home/david/nfs/WDC14/Musique/Mobb Deep/The Infamous/15 Shook Ones, Pt. II.mp3
NOFX - Don't Call Me White;/home/david/nfs/WDC14/Musique/NOFX/Punk in Drublic/05 Don’t Call Me White.mp3
Nas - It Ain't Hard to Tell;/home/david/nfs/WDC14/Musique/Nas/Illmatic/10 It Ain’t Hard to Tell.mp3
Nas - Memory Lane (Sittin' in da Park);/home/david/nfs/WDC14/Musique/Nas/Illmatic/06 Memory Lane (Sittin’ in da Park).mp3
Neil Young - Cortez The Killer;/home/david/nfs/WDC14/Musique/Neil Young with Crazy Horse/Zuma/08 Cortez the Killer.mp3
Noname - Diddy Bop;/home/david/nfs/WDC14/Musique/Noname/Telefone/03 Diddy Bop.flac
Nujabes - Blessing It (Remix);/home/david/nfs/WDC14/Musique/Nujabes/Metaphorical Music/01 Blessing It (remix).opus
Nujabes - Ordinary Joe (feat. Terry Callier);/home/david/nfs/WDC14/Musique/Nujabes/Modal Soul/02 Ordinary Joe.opus
Oxmo Puccino - L'enfant Seul;/home/david/nfs/WDC14/Musique/Oxmo Puccino/Opéra Puccino/06 L’Enfant seul.mp3
Roseaux - Walking on the moon (feat. Aloe Blacc);/home/david/nfs/WDC14/Musique/Roseaux/Roseaux/03 Walking on the Moon.mp3
Sigur Rós - Untitled (Vaka);/home/david/nfs/WDC14/Musique/Sigur Rós/( )/01 [Vaka].mp3
Sigur Rós - Untitled (samskeyti);/home/david/nfs/WDC14/Musique/Sigur Rós/( )/03 [Samskeyti].mp3
Sigur Rós - untitled (njósnavélin);/home/david/nfs/WDC14/Musique/Sigur Rós/( )/04 [Njósnavélin].mp3
Sleater-Kinney - Dance Song ’97;/home/david/nfs/WDC14/Musique/Sleater‐Kinney/Dig Me Out/12 Dance Song ’97.opus
Sleater-Kinney - Dig Me Out;/home/david/nfs/WDC14/Musique/Sleater‐Kinney/Dig Me Out/01 Dig Me Out.opus
Sleater-Kinney - Little Babies;/home/david/nfs/WDC14/Musique/Sleater‐Kinney/Dig Me Out/08 Little Babies.opus
Sleater-Kinney - One Beat;/home/david/nfs/WDC14/Musique/Sleater‐Kinney/One Beat/01 One Beat.opus
Sleater-Kinney - One More Hour;/home/david/nfs/WDC14/Musique/Sleater‐Kinney/Dig Me Out/02 One More Hour.opus
Sleater-Kinney - Turn It On;/home/david/nfs/WDC14/Musique/Sleater‐Kinney/Dig Me Out/03 Turn It On.opus
The Beach Boys - Wouldn't It Be Nice;/home/david/nfs/WDC14/Musique/The Beach Boys/Pet Sounds/01 Wouldn’t It Be Nice.mp3
The Beatles - I Want You (She's So Heavy);/home/david/nfs/WDC14/Musique/The Beatles/Abbey Road/06 I Want You (She’s So Heavy).flac
The Beatles - Octopus's Garden;/home/david/nfs/WDC14/Musique/The Beatles/Abbey Road/05 Octopus’s Garden.flac
The Cure - Boys Don't Cry;/home/david/nfs/WDC14/Musique/The Cure/Boys Don’t Cry (new voice • club mix)/01 Boys Don’t Cry (extended 12″ dance version).mp3
The Cure - Inbetween Days;/home/david/nfs/WDC14/Musique/The Cure/The Head on the Door/01 In Between Days.mp3
The Dukes Of Stratosphear - 25 O'Clock;/home/david/nfs/WDC14/Musique/The Dukes of Stratosphear/25 O’Clock/01 25 O’Clock.mp3
The Go-Betweens - Quiet Heart;/home/david/nfs/WDC14/Musique/The Go‐Betweens/16 Lovers Lane/02 Quiet Heart.mp3
The Go-Betweens - The Wrong Road;/home/david/nfs/WDC14/Musique/The Go‐Betweens/Liberty Belle and the Black Diamond Express/03 The Wrong Road.mp3
The La's - There She Goes;/home/david/nfs/WDC14/Musique/The La’s/The La's/05 There She Goes.mp3
Weezer - Don't Let Go;/home/david/nfs/WDC14/Musique/Weezer/Weezer Green/01 Don’t Let Go.mp3
Wu-Tang Clan - C.R.E.A.M.;/home/david/nfs/WDC14/Musique/Wu‐Tang Clan/Enter the Wu‐Tang_ 36 Chambers/08 C.R.E.A.M_.mp3
Xiu Xiu - I Love The Valley OH!;/home/david/nfs/WDC14/Musique/Xiu Xiu/Fabulous Muscles/02 I Luv the Valley OH!.mp3
Yes - Ritual (Nous sommes du soleil);/home/david/nfs/WDC14/Musique/Yes/Tales From Topographic Oceans/04 Ritual_ Nous sommes du soleil.flac
Yusef Lateef - Love Theme from Spartacus;/home/david/nfs/WDC14/Musique/Yusef Lateef/Eastern Sounds/05 Love Theme From _Spartacus_.mp3
Yusef Lateef - Love Theme from The Robe;/home/david/nfs/WDC14/Musique/Yusef Lateef/Eastern Sounds/08 Love Theme From _The Robe_.mp3
坂本龍一 - Forbidden Colours;/home/david/nfs/WDC14/Musique/Ryuichi Sakamoto/Merry Christmas, Mr Lawrence/19 Forbidden Colours.mp3
Jerry Martin - Tarmack;/home/david/nfs/WDC14/Musique/Jerry Martin/Simcity 4 [3002]/10 Tarrmack.mp3
神聖かまってちゃん - 黒いたまご;/home/david/nfs/WDC14/Musique/Shinsei Kamattechan/つまんね/05 黒いたまご.mp3
Oscar Peterson Trio - C Jam Blues;/home/david/nfs/WDC14/Musique/The Oscar Peterson Trio/Night Train/02 C Jam Blues.mp3
Bob B. Soxx & The Blue Jeans - Here Comes Santa Claus;/home/david/nfs/WDC14/Musique/Compilations/A Christmas Gift for You From Phil Spector/12 Here Comes Santa Claus.mp3
Nick Cave & The Bad Seeds - Henry Lee;/home/david/nfs/WDC14/Musique/Nick Cave & The Bad Seeds/The Best Of/16 Henry Lee.mp3
Prefab Sprout - Moon Dog;/home/david/nfs/WDC14/Musique/Prefab Sprout/Jordan_ The Comeback/09 Moondog.mp3
The Brave Little Abacus - Please don’t cry, they stopped hours ago.;/home/david/nfs/WDC14/Musique/The Brave Little Abacus/Just Got Back From the Discomfort-We're Alright/02 Please Don't Cry, They Stopped Hours Ago_.mp3
Ahmad Jamal Trio - Patterns;/home/david/nfs/WDC14/Musique/The Ahmad Jamal Trio/The Awakening/03 Patterns.ogg
The Four Tops - Reach Out I'll Be There;/home/david/nfs/WDC14/Musique/Four Tops/Reach Out/01 Reach Out I'll Be There.mp3
Ahmad Jamal Trio - Wave;/home/david/nfs/WDC14/Musique/The Ahmad Jamal Trio/The Awakening/07 Wave.ogg
Ahmad Jamal Trio - I Love Music;/home/david/nfs/WDC14/Musique/The Ahmad Jamal Trio/The Awakening/02 I Love Music.ogg
Ahmad Jamal Trio - Dolphin Dance;/home/david/nfs/WDC14/Musique/The Ahmad Jamal Trio/The Awakening/04 Dolphin Dance.ogg
The Four Tops - I Can’t Help Myself (Sugar Pie Honey Bunch);/home/david/nfs/WDC14/Musique/Four Tops/Second Album/01 I Can’t Help Myself (Sugar Pie Honey Bunch).mp3
Ahmad Jamal Trio - Stolen Moments;/home/david/nfs/WDC14/Musique/The Ahmad Jamal Trio/The Awakening/06 Stolen Moments.ogg
Ahmad Jamal Trio - The Awakening;/home/david/nfs/WDC14/Musique/The Ahmad Jamal Trio/The Awakening/01 The Awakening.ogg
Joshua Redman - Old West;/home/david/nfs/WDC14/Musique/Joshua Redman & Brad Mehldau/Nearness/06 Old West.flac
Mahavishnu Orchestra - Meeting of the Spirits;/home/david/nfs/WDC14/Musique/Mahavishnu Orchestra/The Inner Mounting Flame/01 Meeting of the Spirits.mp3
blink-182 - What’s My Age Again?;/home/david/nfs/WDC14/Musique/blink‐182/Enema of the State/05 What’s My Age Again_.mp3
blink-182 - Dammit;/home/david/nfs/WDC14/Musique/blink‐182/Greatest Hits/03 Dammit.mp3
blink-182 - All the Small Things;/home/david/nfs/WDC14/Musique/blink‐182/Enema of the State/08 All the Small Things.mp3
blink-182 - Stay Together for the Kids;/home/david/nfs/WDC14/Musique/blink‐182/Take Off Your Pants and Jacket/07 Stay Together for the Kids.mp3
blink-182 - First Date;/home/david/nfs/WDC14/Musique/blink‐182/Take Off Your Pants and Jacket/03 First Date.mp3
blink-182 - Adam’s Song;/home/david/nfs/WDC14/Musique/blink‐182/Enema of the State/07 Adam’s Song.mp3
Nik Bärtsch's Ronin - Modul 8_9 III;/home/david/nfs/WDC14/Musique/Nik Bärtsch’s Ronin/Randori/04 Modul 8_9 III.mp3
Nik Bärtsch's Ronin - Modul 15;/home/david/nfs/WDC14/Musique/Nik Bärtsch’s Ronin/Randori/01 Modul 15.mp3
Kanye West - Slow Jamz;/home/david/nfs/WDC14/Musique/Kanye West/The College Dropout/12 Slow Jamz.mp3
Kero Kero Bonito - It's Bugsnax!;/tmp/MISSING
Kim Petras - I Don't Want It at All;/tmp/MISSING
Tina Brooks - True Blue;/tmp/MISSING
Tina Brooks - Good Old Soul;/tmp/MISSING
Wynton Kelly - There'll Never Be Another You;/tmp/MISSING
Brian Eno & David Byrne - Strange Overtones;/home/david/nfs/WDC14/Musique/David Byrne & Brian Eno/Everything That Happens Will Happen Today/07 Strange Overtones.mp3
Cornelius - Chapter 8;/home/david/nfs/WDC14/Musique/Cornelius/Fantasma/08 Chapter 8 - Seashore and Horizon -.mp3
(Sandy) Alex G - Southern Sky;/home/david/DUPLICATE
(Sandy) Alex G - Hope;/home/david/DUPLICATE
Nick Cave & the Bad Seeds - Henry Lee;/home/david/nfs/WDC14/Musique/Nick Cave & The Bad Seeds/Murder Ballads/03 Henry Lee.mp3
Nick Cave & the Bad Seeds - Where the Wild Roses Grow;/home/david/nfs/WDC14/Musique/Nick Cave & The Bad Seeds/Murder Ballads/05 Where the Wild Roses Grow.mp3
(Sandy) Alex G - Gretel;/home/david/DUPLICATE
Oscar Peterson Trio - Night Train;/home/david/nfs/WDC14/Musique/The Oscar Peterson Trio/Night Train/01 Night Train.mp3
Oscar Peterson Trio - Georgia on My Mind;/home/david/nfs/WDC14/Musique/The Oscar Peterson Trio/Night Train/03 Georgia on My Mind.mp3
Lou Reed - She's My Best Friend;/home/david/nfs/WDC14/Musique/Lou Reed/Coney Island Baby/03 She’s My Best Friend.mp3
Squid - Narrator;/home/david/nfs/WDC14/Musique/Squid/Bright Green Field/03 Narrator.mp3
Miles Davis - Pharaoh’s Dance;/home/david/nfs/WDC14/Musique/Miles Davis/Bitches Brew/01 Pharaoh’s Dance.mp3
John Coltrane - I’m Old Fashioned;/home/david/nfs/WDC14/Musique/John Coltrane/Blue Train/04 I’m Old Fashioned.mp3
Pavement - Shady Lane;/home/david/nfs/WDC14/Musique/Pavement/Brighten the Corners/02 Shady Lane _ J vs. S.mp3
John Coltrane - Moment’s Notice;/home/david/nfs/WDC14/Musique/John Coltrane/Blue Train/02 Moment’s Notice.mp3
Miles Davis - In a silent way / It’s about that time;/home/david/nfs/WDC14/Musique/Miles Davis/In a Silent Way/02 In a Silent Way _ It’s About That Time.mp3
Stardust - Music Sounds Better With You;/home/david/nfs/WDC14/Musique/Stardust/Music Sounds Better With You [Virgin]/01 Music Sounds Better With You (radio edit).flac
Breakbot - Remedy;/home/david/nfs/WDC14/Musique/Breakbot & Irfane/Remedy/01 Remedy.mp3
Semisonic - Closing Time;/tmp/MISSING
A.A.L. - Cityfade;/home/david/nfs/WDC14/Musique/A.A.L_/2012-2017/07 Cityfade.mp3
Nelly Furtado - Promiscuous;/home/david/nfs/WDC14/Musique/Nelly Furtado/Loose/03 Promiscuous.mp3
Foehn Trio - Wolves;/home/david/nfs/WDC14/Musique/Fœhn Trio/Highlines/01 Wolves.opus
Young Marble Giants - Brand;/home/david/nfs/WDC14/Musique/Young Marble Giants/Colossal Youth/14 Brand - New - Life.mp3
Rémi Panossian Trio - Wisteria Forever;/home/david/nfs/WDC14/Musique/Rémi Panossian trio/Sun Monkey Voltage/02 Wisteria Forever.opus
Brian Eno - I'll Come Running;/home/david/nfs/WDC14/Musique/Brian Eno/Another Green World/06 I’ll Come Running.mp3
Brian Eno - St Elmo's Fire;/home/david/nfs/WDC14/Musique/Brian Eno/Another Green World/03 St. Elmo’s Fire.mp3
Nik Bärtsch's Ronin - Modul 41_17;/home/david/nfs/WDC14/Musique/Nik Bärtsch’s Ronin/Holon/02 Modul 41_17.mp3
Men I Trust - Tailwhip (Album V);/home/david/nfs/WDC14/Musique/Men I Trust/Oncle Jazz/04 Tailwhip.mp3
Men I Trust - Billie Toppy;/tmp/MISSING
Men I Trust - Say Can You Hear (Album V);/home/david/nfs/WDC14/Musique/Men I Trust/Oncle Jazz/07 Say Can You Hear.mp3
Alex G - Harvey;/home/david/DUPLICATE
Symphony X - Serpent's Kiss;/home/david/nfs/WDC14/Musique/Symphony X/Paradise Lost/04 The Serpent's Kiss.mp3
boygenius - $20;/home/david/nfs/WDC14/Musique/boygenius/the record/02 $20.mp3
Hall & Oates - She’s Gone;/home/david/nfs/WDC14/Musique/Daryl Hall & John Oates/Abandoned Luncheonette/04 She’s Gone.opus
boygenius - Not Strong Enough;/home/david/nfs/WDC14/Musique/boygenius/the record/06 Not Strong Enough.mp3
Indigo De Souza - Take Off Ur Pants;/home/david/nfs/WDC14/Musique/Indigo De Souza/I Love My Mom/02 Take Off Ur Pants.mp3
Brian Eno & David Byrne - Help Me Somebody;/home/david/nfs/WDC14/Musique/Brian Eno + David Byrne/My Life in the Bush of Ghosts/04 Help Me Somebody.mp3
平沢進 - Town-0 Phase-5;/home/david/nfs/WDC14/Musique/平沢進/救済の技法/01 TOWN-0 PHASE-5.mp3
平沢進 - Moon Time;/home/david/nfs/WDC14/Musique/平沢進/救済の技法/02 MOON TIME.mp3
Kendrick Lamar - Money Trees;/home/david/nfs/WDC14/Musique/Kendrick Lamar/good kid, m.A.A.d city/05 Money Trees.mp3
Alex G - Kicker;/home/david/DUPLICATE
Kanye West - All Falls Down;/home/david/nfs/WDC14/Musique/Kanye West/The College Dropout/04 All Falls Down.mp3
Paul & Linda McCartney - Monkberry Moon Delight;/home/david/nfs/WDC14/Musique/Paul McCartney & Linda McCartney/Ram/08 Monkberry Moon Delight.mp3
Paul & Linda McCartney - Uncle Albert / Admiral Halsey;/home/david/nfs/WDC14/Musique/Paul McCartney & Linda McCartney/Ram/05 Uncle Albert _ Admiral Halsey.mp3
George Harrison - Isn’t It a Pity (Version One);/home/david/nfs/WDC14/Musique/George Harrison/All Things Must Pass/04 Isn’t It a Pity (version one).mp3
Paul & Linda McCartney - Heart of the Country;/home/david/nfs/WDC14/Musique/Paul McCartney & Linda McCartney/Ram/07 Heart of the Country.mp3
George Harrison - Wah‐Wah;/home/david/nfs/WDC14/Musique/George Harrison/All Things Must Pass/03 Wah‐Wah.mp3
Paul & Linda McCartney - The Back Seat of My Car;/home/david/nfs/WDC14/Musique/Paul McCartney & Linda McCartney/Ram/12 The Back Seat of My Car.mp3
Paul McCartney & Wings - Jet;/home/david/nfs/WDC14/Musique/Wings/Band on the Run/02 Jet.mp3
Paul McCartney & Wings - Live and Let Die;/home/david/nfs/WDC14/Musique/Wings/Live And Let Die _ I Lie Around/01 Live And Let Die.mp3
Paul McCartney & Wings - Band on the Run;/home/david/nfs/WDC14/Musique/Wings/Band on the Run/01 Band on the Run.mp3
Paul McCartney & Wings - Let Me Roll It;/home/david/nfs/WDC14/Musique/Wings/Band on the Run/05 Let Me Roll It.mp3
George Harrison - Isn't It a Pity (version two);/home/david/nfs/WDC14/Musique/George Harrison/All Things Must Pass/04 Isn’t It a Pity (version one).mp3
George Harrison - Isn't It a Pity (version one);/home/david/nfs/WDC14/Musique/George Harrison/All Things Must Pass/04 Isn’t It a Pity (version one).mp3
Paul & Linda McCartney - Another Day;/home/david/nfs/WDC14/Musique/Paul McCartney & Linda McCartney/Ram/13 Another Day.mp3
Paul & Linda McCartney - Uncle Albert/Admiral Halsey;/home/david/nfs/WDC14/Musique/Paul McCartney & Linda McCartney/Ram/05 Uncle Albert _ Admiral Halsey.mp3
Paul & Linda McCartney - Too Many People;/home/david/nfs/WDC14/Musique/Paul McCartney & Linda McCartney/Ram/01 Too Many People.mp3
Paul & Linda McCartney - Long Haired Lady;/home/david/nfs/WDC14/Musique/Paul McCartney & Linda McCartney/Ram/10 Long Haired Lady.mp3
Supercar - cream soda PREVIOUSLY UNRELEASED VERSION;/home/david/nfs/WDC14/Musique/Supercar/⚾⚾⚾ Change!! 10th Anniversary Edition/20 Cream Soda (Previously Unreleased Version).mp3
Lamp - ひろがるなみだ / HIROGARU-NAMIDA;/home/david/nfs/WDC14/Musique/Lamp/恋人へ/02 ひろがるなみだ _ HIROGARU-NAMIDA.opus
Jean-Philippe Goude - Market Diktat song;/tmp/MISSING
Frànçois & The Atlas Mountains - La vérité;/home/david/nfs/WDC14/Musique/François & the Atlas Mountains/Piano ombre/02 La Vérité.mp3
Frànçois & The Atlas Mountains - La Fille aux cheveux de soie;/home/david/nfs/WDC14/Musique/François & the Atlas Mountains/Piano ombre/04 La Fille aux cheveux de soie.mp3
Jeff Rosenstock - LIKED U BETTER;/home/david/nfs/WDC14/Musique/Jeff Rosenstock/HELLMODE/03 LIKED U BETTER.opus
The Smashing Pumpkins - Set the Ray to Jerry;/tmp/MISSING
NUJABES feat. CISE STAR & AKIN - Feather;/home/david/nfs/WDC14/Musique/Nujabes/Modal Soul/01 Feather.opus
LOST WEEKEND Western Swing band - in the shadow of the valley;/home/david/nfs/WDC14/Musique/Compilations/Fallout_ New Vegas/20 In the Shadow of the Valley.mp3
William Onyeabor - Body And Soul;/tmp/MISSING
Pastor T.L. Barrett and The Youth for Christ Choir - Nobody Knows;/home/david/nfs/WDC14/Musique/Pastor T.L. Barrett and The Youth for Christ Choir/Like a Ship... (Without a Sail)/05 Nobody Knows.mp3
Pastor T.L. Barrett and The Youth for Christ Choir - Like a Ship;/home/david/nfs/WDC14/Musique/Pastor T.L. Barrett and The Youth for Christ Choir/Like a Ship... (Without a Sail)/01 Like a Ship.mp3
Eddy Arnold - It's a Sin;/home/david/nfs/WDC14/Musique/Compilations/Fallout_ New Vegas/10 It’s a Sin.mp3
Guy Mitchell - Heartache by the Numbers;/home/david/nfs/WDC14/Musique/Compilations/Fallout_ New Vegas/16 Heartaches by the Numbers.mp3
Virginia Astley - Some Small Hope;/tmp/MISSING
Burt Bacharach - Something Big;/tmp/MISSING
Sven Libaek - Music for Eels (from Inner Space);/tmp/MISSING
Al Green - How Can You Mend a Broken Heart;/home/david/nfs/WDC14/Musique/Al Green/Let's Stay Together/07 How Can You Mend a Broken Heart_.mp3
The Avalanches - The Divine Chord;/home/david/nfs/WDC14/Musique/The Avalanches/We Will Always Love You/04 The Divine Chord.mp3
Fugazi - I'm So Tired;/tmp/MISSING
Radiohead - There, There;/home/david/nfs/WDC14/Musique/Radiohead/Hail to the Thief/09 There There. (The Boney King of Nowhere.).mp3
Radiohead - 2 + 2 = 5;/home/david/nfs/WDC14/Musique/Radiohead/Hail to the Thief/01 2 + 2 = 5 (The Lukewarm.).mp3
高橋幸宏 - Present;/home/david/nfs/WDC14/Musique/Yukihiro Takahashi/Saravah!/09 Present.opus
The Magnetic Fields - I Don't Believe You;/home/david/nfs/WDC14/Musique/The Magnetic Fields/i/02 I Don’t Believe You.mp3
The Magnetic Fields - I Don't Want to Get Over You;/home/david/nfs/WDC14/Musique/The Magnetic Fields/69 Love Songs/06 I Don’t Want to Get Over You.mp3
Paul & Linda McCartney - Ram On;/home/david/nfs/WDC14/Musique/Paul McCartney & Linda McCartney/Ram/03 Ram On.mp3
Paul & Linda McCartney - Dear Boy;/home/david/nfs/WDC14/Musique/Paul McCartney & Linda McCartney/Ram/04 Dear Boy.mp3
Robert Glasper - Afro Blue (feat. Erykah Badu);/home/david/nfs/WDC14/Musique/Robert Glasper/Black Radio/02 Afro Blue.mp3
The Magnetic Fields - Born on a Train;/home/david/nfs/WDC14/Musique/The Magnetic Fields/The Charm of the Highway Strip/03 Born on a Train.mp3
Ahmad Jamal Trio - That's All;/home/david/nfs/WDC14/Musique/Ahmad Jamal/Ahmad's Blues/13 That's All.mp3
Ahmad Jamal Trio - Stompin' At the Savoy;/home/david/nfs/WDC14/Musique/Ahmad Jamal/Ahmad's Blues/05 Stompin' at the Savoy.mp3
Bud Powell - Lush Life;/home/david/nfs/WDC14/Musique/Bud Powell Trio/Strictly Powell/07 Lush Life.flac
Ahmad Jamal - (Put Another Nickel in) Music! Music! Music!;/home/david/nfs/WDC14/Musique/Ahmad Jamal/Ahmad Jamal at the Pershing_ But Not for Me/04 (Put Another Nickel in) Music, Music, Music.opus
Cannonball Adderley - Del Sasser;/home/david/nfs/WDC14/Musique/The Cannonball Adderley Quintet feat. Nat Adderley/Them Dirty Blues/06 Del Sasser.opus
MF DOOM - Rapp Snitch Knishes;/home/david/nfs/WDC14/Musique/MF DOOM/MM..FOOD/13 Rapp Snitch Knishes.mp3
Frank Zappa - Bobby Brown;/home/david/nfs/WDC14/Musique/Frank Zappa/Sheik Yerbouti/09 Bobby Brown Goes Down.flac
Frank Zappa - Inca Roads;/home/david/nfs/WDC14/Musique/Frank Zappa & The Mothers of Invention/One Size Fits All/01 Inca Roads.flac
